transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime_x,payAmount,customerAge,tripDuration,num_stops,day_of_week,hour,age_group,peak_status,route,current_week,cohort_week,cohort_index,weeks_diff,transaction_date,tapOutTime_y,Recency,Frequency,Monetary,AverageTransactionValue,FirstTransaction,LastTransaction,LifespanDays,LifespanWeeks,CLV,retention_rate
CUPO258C0D42PY,4969284110642,online,"Hj. Ophelia Haryanti, S.Sos",M,2002,9E,Kebayoran Lama - Jelambar,1.0,B00058P,Apartemen Simprug Teras,-6.232197,106.78874,19,P00155,Pasar Kebayoran Lama,-6.238413,106.78323,20.0,2023-04-03 06:35:41,3500.0,22,54.21666666666667,1.0,Monday,6,18-29,Off-Peak,Apartemen Simprug Teras to Pasar Kebayoran Lama,2023-04-03,2023-04-03,0,0,2023-04-03 06:35:41,2023-04-28 18:13:32,2,36,126000.0,3500.0,2023-04-03 07:38:17,2023-04-28 17:45:04,25,3.5714285714285716,447104.50819672126,1.0
SBPQ144H4S45RA,502034641014,flazz,"Adikara Kurniawan, S.Sos",M,2003,M9,Pinang Ranti - Pluit,1.0,P00093,Jembatan Tiga Arah Utara,-6.133383,106.79267,2,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,16.0,2023-04-03 07:07:12,3500.0,21,42.81666666666667,14.0,Monday,7,18-29,Peak,Jembatan Tiga Arah Utara to Pancoran Tugu Arah Barat,2023-04-03,2023-04-03,0,0,2023-04-03 07:07:12,2023-04-28 17:56:04,2,34,119000.0,3500.0,2023-04-03 07:07:35,2023-04-28 18:07:56,25,3.5714285714285716,422265.36885245895,1.0
ZYRL615G4C05RD,5430018591726410,dki,Karna Waskita,M,1981,JAK.88,Terminal Tanjung Priok - Ancol Barat,0.0,B00722P,Gunung Sahari Mangga Dua Timur,-6.137032,106.83254,20,B05989P,Jln. Ancol Barat 6,-6.12481,106.81983,36.0,2023-04-03 07:30:45,0.0,43,46.93333333333333,16.0,Monday,7,30-49,Peak,Gunung Sahari Mangga Dua Timur to Jln. Ancol Barat 6,2023-04-03,2023-04-03,0,0,2023-04-03 07:30:45,2023-04-28 19:27:01,2,32,0.0,0.0,2023-04-03 06:36:45,2023-04-28 17:55:24,25,3.5714285714285716,0.0,1.0
MEFW094B7A84RS,378872365541693,emoney,Aslijan Irawan,F,2009,T11,Poris Plawad - Bundaran Senayan,1.0,P00206,RS Harapan Kita Arah Utara,-6.184489,106.79674,6,B05720P,Term. Poris Plawad,-6.172859,106.66501,24.0,2023-04-03 06:08:59,3500.0,15,55.85,18.0,Monday,6,Under 18,Off-Peak,RS Harapan Kita Arah Utara to Term. Poris Plawad,2023-04-03,2023-04-03,0,0,2023-04-03 06:08:59,2023-04-28 06:41:58,2,34,119000.0,3500.0,2023-04-03 06:41:37,2023-04-28 17:46:25,25,3.5714285714285716,422265.36885245895,1.0
RJPK085I1K65HR,676293109036,flazz,Fathonah Saefullah,M,1983,6V,Ragunan - Gelora Bung Karno,0.0,P00259,Tirtayasa,-6.239207,106.80777,12,P00133,Masjid Agung,-6.236483,106.79845,13.0,2023-04-03 07:11:25,3500.0,41,26.95,1.0,Monday,7,30-49,Peak,Tirtayasa to Masjid Agung,2023-04-03,2023-04-03,0,0,2023-04-03 07:11:25,2023-04-28 20:07:00,2,69,241500.0,3500.0,2023-04-03 07:30:45,2023-04-28 19:27:01,25,3.5714285714285716,856950.3073770491,1.0
TFIO518N2X54UT,213191293100137,emoney,Darman Purwanti,M,1999,11Q,Kampung Melayu - Pulo Gebang via BKT,0.0,B02335P,Masjid Jami At Taqwa 2,-6.229704,106.8962,18,B05256P,SMAN 100,-6.228401,106.88494,21.0,2023-04-03 07:06:05,3500.0,25,21.033333333333335,3.0,Monday,7,18-29,Peak,Masjid Jami At Taqwa 2 to SMAN 100,2023-04-03,2023-04-03,0,0,2023-04-03 07:06:05,2023-04-27 18:52:05,3,32,112000.0,3500.0,2023-04-03 06:19:50,2023-04-28 18:12:18,25,3.5714285714285716,397426.22950819664,1.0
SYLN486U0E02TA,2295833910329055,dki,Taufik Farida,F,1981,JAK.02,Kampung Melayu - Duren Sawit,0.0,B05023P,Simpang Pahlawan Revolusi 1,-6.238658,106.899461,28,B03135P,RS Duren Sawit 2,-6.232262,106.91019,39.0,2023-04-03 06:12:52,0.0,43,29.633333333333333,11.0,Monday,6,30-49,Off-Peak,Simpang Pahlawan Revolusi 1 to RS Duren Sawit 2,2023-04-03,2023-04-03,0,0,2023-04-03 06:12:52,2023-04-28 18:23:17,2,34,0.0,0.0,2023-04-03 06:06:48,2023-04-28 19:32:25,25,3.5714285714285716,0.0,1.0
BECP746A8C28NV,4968156435384914,dki,Martana Suartini,F,2007,11,Pulo Gebang - Matraman,0.0,P00233,St. Jatinegara 2,-6.215601,106.86805,13,P00086,Jatinegara RS Premier,-6.221412,106.86807,14.0,2023-04-03 06:33:42,3500.0,17,44.78333333333333,1.0,Monday,6,Under 18,Off-Peak,St. Jatinegara 2 to Jatinegara RS Premier,2023-04-03,2023-04-03,0,0,2023-04-03 06:33:42,2023-04-28 19:08:23,2,36,126000.0,3500.0,2023-04-03 18:33:10,2023-04-28 18:43:34,25,3.5714285714285716,447104.50819672126,1.0
KYNP204W3G29VA,676367323901,flazz,Eluh Nugroho,F,2011,1C,Pesanggrahan - Blok M,0.0,B05833P,Univ. Moestopo Bintaro,-6.258469,106.76529,1,B00147P,Bintaro Park VIew,-6.257977,106.75969,5.0,2023-04-03 06:23:52,3500.0,13,23.55,4.0,Monday,6,Under 18,Off-Peak,Univ. Moestopo Bintaro to Bintaro Park VIew,2023-04-03,2023-04-03,0,0,2023-04-03 06:23:52,2023-04-28 18:52:47,2,34,119000.0,3500.0,2023-04-03 19:29:36,2023-04-28 18:24:27,24,3.4285714285714284,422265.36885245895,1.0
MSFD430X8W13TO,4384653483539395,dki,"Cut Hana Maulana, S.H.",F,1979,3B,Rusun Flamboyan - Cengkareng,0.0,B06299P,Jln. Kayu Besar Dalam,-6.122739,106.73129,2,B02195P,Mall Taman Palem 3,-6.140548,106.73011,6.0,2023-04-03 06:42:12,0.0,45,52.55,4.0,Monday,6,30-49,Off-Peak,Jln. Kayu Besar Dalam to Mall Taman Palem 3,2023-04-03,2023-04-03,0,0,2023-04-03 06:42:12,2023-04-28 18:17:31,2,34,0.0,0.0,2023-04-03 06:28:48,2023-04-28 18:35:44,25,3.5714285714285716,0.0,1.0
MKND874X1D96HF,213155309116759,emoney,Tgk. Ilsa Farida,M,1983,R1A,Pantai Maju - Kota,0.0,B06040P,Pantai Maju,-6.093637,106.75068,0,B03322P,SD Diakonia 1,-6.112155,106.7893,23.0,2023-04-03 06:22:28,3500.0,41,37.233333333333334,23.0,Monday,6,30-49,Off-Peak,Pantai Maju to SD Diakonia 1,2023-04-03,2023-04-03,0,0,2023-04-03 06:22:28,2023-04-28 19:07:28,2,36,126000.0,3500.0,2023-04-03 06:38:14,2023-04-28 19:05:57,25,3.5714285714285716,447104.50819672126,1.0
LFYJ535S2I30DP,4682220924642,online,"Drs. Nadia Ramadan, S.Sos",M,1960,M1,Blok M - Kota,0.0,P00183,Polda Metro Jaya,-6.221094,106.81028,5,P00104,Karet Sudirman,-6.212457,106.82003,7.0,2023-04-03 06:50:32,3500.0,64,35.05,2.0,Monday,6,50+,Off-Peak,Polda Metro Jaya to Karet Sudirman,2023-04-03,2023-04-03,0,0,2023-04-03 06:50:32,2023-04-28 05:56:51,2,36,126000.0,3500.0,2023-04-03 05:55:21,2023-04-28 17:19:15,25,3.5714285714285716,447104.50819672126,1.0
KQIA358G2N38CX,4394677357168120,dki,"Ibrahim Prayoga, S.H.",F,2001,7E,Kampung Rambutan - Ragunan,0.0,B02831P,Phe Tower Kebagusan,-6.299876,106.83323,16,B02868P,Plaza Oleos,-6.29771,106.82965,17.0,2023-04-03 05:38:49,3500.0,23,27.666666666666668,1.0,Monday,5,18-29,Off-Peak,Phe Tower Kebagusan to Plaza Oleos,2023-04-03,2023-04-03,0,0,2023-04-03 05:38:49,2023-04-28 18:53:25,2,38,133000.0,3500.0,2023-04-03 06:24:08,2023-04-28 18:15:28,25,3.5714285714285716,471943.64754098357,1.0
RANO576G1J87EO,4905734029265594,dki,Ega Andriani,F,1990,1P,Senen - Blok M,0.0,B00102P,Balai Kota 1,-6.180598,106.82847,12,B00221P,Bundaran Senayan 1,-6.227445,106.80187,29.0,2023-04-03 06:51:21,3500.0,34,24.783333333333335,17.0,Monday,6,30-49,Off-Peak,Balai Kota 1 to Bundaran Senayan 1,2023-04-03,2023-04-03,0,0,2023-04-03 06:51:21,2023-04-28 18:45:56,2,31,108500.0,3500.0,2023-04-03 07:19:39,2023-04-28 17:09:12,25,3.5714285714285716,385006.65983606555,1.0
NZCE828E4J23AW,379334845079777,emoney,Salman Ramadan,M,1968,7D,Pancoran - Kampung Rambutan,0.0,P00039,Cikoko Stasiun Cawang Arah Barat,-6.243359,106.85815,11,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,13.0,2023-04-03 07:28:00,3500.0,56,43.56666666666667,2.0,Monday,7,50+,Peak,Cikoko Stasiun Cawang Arah Barat to Pancoran Tugu Arah Barat,2023-04-03,2023-04-03,0,0,2023-04-03 07:28:00,2023-04-28 18:24:08,2,34,119000.0,3500.0,2023-04-03 07:38:17,2023-04-28 17:45:04,25,3.5714285714285716,422265.36885245895,1.0
OFPJ170M5O75AP,346910704516122,emoney,Zizi Nasyiah,M,1985,6H,Senen - Lebak Bulus,1.0,P00128,Lebak Bulus,-6.289413,106.77415,0,P00121,Kuningan Timur,-6.234731,106.82902,15.0,2023-04-03 05:35:33,3500.0,39,23.183333333333334,15.0,Monday,5,30-49,Off-Peak,Lebak Bulus to Kuningan Timur,2023-04-03,2023-04-03,0,0,2023-04-03 05:35:33,2023-04-28 07:22:48,2,37,129500.0,3500.0,2023-04-03 06:19:50,2023-04-28 18:12:18,25,3.5714285714285716,459524.0778688524,1.0
LKXU174O1E59EP,2247096843683316,dki,"Tgk. Aris Pradipta, M.M.",F,2010,14,Jakarta International Stadium - Senen,1.0,B01311P,Jln. Kwitang Timur,-6.173788,106.85185,2,B03885P,Sbr. Jembatan Sukamulya III,-6.170489,106.85205,3.0,2023-04-03 07:34:23,3500.0,14,47.05,1.0,Monday,7,Under 18,Peak,Jln. Kwitang Timur to Sbr. Jembatan Sukamulya III,2023-04-03,2023-04-03,0,0,2023-04-03 07:34:23,2023-04-28 18:27:38,2,34,119000.0,3500.0,2023-04-03 06:21:13,2023-04-28 06:35:22,25,3.5714285714285716,422265.36885245895,1.0
AXTN077R7Z77JM,675990206087,flazz,Margana Narpati,F,1989,BW9,Monas - Pantai Indah Kapuk,1.0,B02476P,Monas 2,-6.175999,106.82311,7,B02477P,Monas 3,-6.178787,106.82304,8.0,2023-04-03 07:24:08,0.0,35,54.18333333333333,1.0,Monday,7,30-49,Peak,Monas 2 to Monas 3,2023-04-03,2023-04-03,0,0,2023-04-03 07:24:08,2023-04-28 17:22:26,2,35,0.0,0.0,2023-04-03 06:02:58,2023-04-28 18:36:09,25,3.5714285714285716,0.0,1.0
WQXL397G5U61OY,639040388584,flazz,"Galang Megantara, S.Ked",M,1989,JIS3,Harmoni - Jakarta International Stadium,0.0,P00114,Kemayoran Landas Pacu Timur,-6.152181,106.85424,9,P00161,Pecenongan,-6.16771,106.82819,12.0,2023-04-03 07:20:21,3500.0,35,47.5,3.0,Monday,7,30-49,Peak,Kemayoran Landas Pacu Timur to Pecenongan,2023-04-03,2023-04-03,0,0,2023-04-03 07:20:21,2023-04-28 19:47:02,2,36,126000.0,3500.0,2023-04-03 07:24:08,2023-04-28 17:22:26,25,3.5714285714285716,447104.50819672126,1.0
UANX737M9L25GI,574726750023,flazz,drg. Lukita Rajata,F,1983,JAK.15,Bulak Turi - Tanjung Priok,0.0,B02761P,Pertamina Kilang Minyak,-6.108789,106.90537,41,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,50.0,2023-04-03 05:50:10,0.0,41,37.28333333333333,9.0,Monday,5,30-49,Off-Peak,Pertamina Kilang Minyak to Jln. Elpa Putih II,2023-04-03,2023-04-03,0,0,2023-04-03 05:50:10,2023-04-28 19:16:50,2,34,0.0,0.0,2023-04-03 06:51:25,2023-04-28 17:51:21,25,3.5714285714285716,0.0,1.0
CXLW459Z3A28RD,3544931989278653,dki,"Artawan Iswahyudi, M.Pd",M,1991,6N,Ragunan - Blok M via Kemang,0.0,B00039P,Ampera Garden,-6.288794,106.81818,6,B00066P,Arsip Nasional RI 1,-6.279439,106.81987,10.0,2023-04-03 06:19:50,3500.0,33,36.083333333333336,4.0,Monday,6,30-49,Off-Peak,Ampera Garden to Arsip Nasional RI 1,2023-04-03,2023-04-03,0,0,2023-04-03 06:19:50,2023-04-28 18:12:18,2,35,122500.0,3500.0,2023-04-03 07:20:00,2023-04-28 19:15:01,25,3.5714285714285716,434684.9385245901,1.0
AQPU510X2X44PT,4017802962833960,dki,Aurora Hasanah,F,1990,M11,Pulo Gebang - Pulo Gadung 2,0.0,P00102,Kampung Sumur,-6.214412,106.91189,6,P00058,Flyover Klender,-6.213596,106.90306,7.0,2023-04-03 06:30:30,3500.0,34,28.0,1.0,Monday,6,30-49,Off-Peak,Kampung Sumur to Flyover Klender,2023-04-03,2023-04-03,0,0,2023-04-03 06:30:30,2023-04-28 05:55:14,2,33,115500.0,3500.0,2023-04-03 06:59:54,2023-04-28 07:26:18,25,3.5714285714285716,409845.7991803278,1.0
BRUT293K1O98GA,5465310774429054,dki,Hj. Rahmi Hartati,F,2010,JAK.112,Terminal Tanah Merah - Pulo Gadung,0.0,B01067P,Jln. Gading Mas Barat IV,-6.167384,106.91019,14,B04854P,Simpang Jln. Bongo Raya,-6.170743,106.91001,17.0,2023-04-03 07:32:35,0.0,14,33.35,3.0,Monday,7,Under 18,Peak,Jln. Gading Mas Barat IV to Simpang Jln. Bongo Raya,2023-04-03,2023-04-03,0,0,2023-04-03 07:32:35,2023-04-28 17:59:46,2,37,0.0,0.0,2023-04-03 07:45:02,2023-04-28 17:31:04,25,3.5714285714285716,0.0,1.0
MMEX885R3T18QL,347394043585982,emoney,Darmaji Wahyuni,F,2003,9N,Pinang Ranti - Pramuka,0.0,P00064,Garuda Taman Mini,-6.290154,106.88116,1,P00016,BKN,-6.257751,106.87,2.0,2023-04-03 06:39:28,3500.0,21,50.05,1.0,Monday,6,18-29,Off-Peak,Garuda Taman Mini to BKN,2023-04-03,2023-04-03,0,0,2023-04-03 06:39:28,2023-04-28 18:01:52,2,34,119000.0,3500.0,2023-04-03 18:42:25,2023-04-28 06:25:34,24,3.4285714285714284,422265.36885245895,1.0
UNFK619O2R74DX,4723250872219869,dki,Cager Setiawan,M,1965,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,0.0,B03675P,Sbr. Jln. Cikoko Timur I,-6.244364,106.85867,19,B05440P,St. Duren Kalibata 4,-6.255071,106.85506,23.0,2023-04-03 05:47:58,0.0,59,43.1,4.0,Monday,5,50+,Off-Peak,Sbr. Jln. Cikoko Timur I to St. Duren Kalibata 4,2023-04-03,2023-04-03,0,0,2023-04-03 05:47:58,2023-04-28 05:57:25,2,33,0.0,0.0,2023-04-03 06:42:52,2023-04-28 18:53:27,25,3.5714285714285716,0.0,1.0
FTGY161E2O14MG,3545499820365948,dki,Cawuk Mayasari,F,2002,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,B03484P,Sbr. Dirjen Anggaran,-6.227253,106.898692,18,B03953P,Sbr. Klinik Win Medika,-6.22016,106.89843,22.0,2023-04-03 05:56:59,0.0,22,21.7,4.0,Monday,5,18-29,Off-Peak,Sbr. Dirjen Anggaran to Sbr. Klinik Win Medika,2023-04-03,2023-04-03,0,0,2023-04-03 05:56:59,2023-04-28 18:20:02,2,35,0.0,0.0,2023-04-03 06:37:02,2023-04-28 18:02:33,25,3.5714285714285716,0.0,1.0
ELVU605Z3W26IF,2718070346782735,dki,Asman Uyainah,F,2005,2,Pulo Gadung - Monas,0.0,P00202,Rawa Selatan,-6.173925,106.85809,9,P00161,Pecenongan,-6.16771,106.82819,18.0,2023-04-03 07:17:52,3500.0,19,42.583333333333336,9.0,Monday,7,18-29,Peak,Rawa Selatan to Pecenongan,2023-04-03,2023-04-03,0,0,2023-04-03 07:17:52,2023-04-28 19:28:25,2,37,129500.0,3500.0,2023-04-03 07:46:28,2023-04-28 18:44:10,25,3.5714285714285716,459524.0778688524,1.0
KPDA909R2T72GD,342531623551844,emoney,Zulaikha Yulianti,F,1991,13,Ciledug - Tendean,1.0,P00044,CSW 1,-6.23994,106.79843,3,P00268,Velbak,-6.239433,106.78552,5.0,2023-04-03 06:16:13,3500.0,33,24.266666666666666,2.0,Monday,6,30-49,Off-Peak,CSW 1 to Velbak,2023-04-03,2023-04-03,0,0,2023-04-03 06:16:13,2023-04-28 18:52:16,2,36,126000.0,3500.0,2023-04-03 06:16:13,2023-04-28 18:52:16,25,3.5714285714285716,447104.50819672126,1.0
GIHF067H1Y81IV,349944373495091,emoney,Oliva Sirait,M,1983,7P,Pondok Kelapa - BKN,1.0,B02032P,Komplek Dolog Jaya,-6.24794,106.91572,15,B01624P,Jln. Swakarsa III Pondok Kelapa,-6.244759,106.94249,30.0,2023-04-03 06:40:53,3500.0,41,32.68333333333333,15.0,Monday,6,30-49,Off-Peak,Komplek Dolog Jaya to Jln. Swakarsa III Pondok Kelapa,2023-04-03,2023-04-03,0,0,2023-04-03 06:40:53,2023-04-28 17:51:43,2,33,115500.0,3500.0,2023-04-03 06:44:46,2023-04-28 19:11:19,25,3.5714285714285716,409845.7991803278,1.0
IXJW013G5W79VX,4428582927102421723,brizzi,"dr. Belinda Handayani, S.E.",M,2002,JAK.02,Kampung Melayu - Duren Sawit,0.0,B02665P,Ps. Pondok Bambu 1,-6.238102,106.90243,29,B00636P,Gereja Santa Anna 1,-6.233953,106.90998,33.0,2023-04-03 07:13:58,0.0,22,37.15,4.0,Monday,7,18-29,Peak,Ps. Pondok Bambu 1 to Gereja Santa Anna 1,2023-04-03,2023-04-03,0,0,2023-04-03 07:13:58,2023-04-28 05:43:34,2,33,0.0,0.0,2023-04-03 18:20:01,2023-04-28 17:57:53,24,3.4285714285714284,0.0,1.0
